autor_nombre_alejandria	id_alejandria	phonetic_code	normalized_name_alejandria	name_cdl	summary_cdl	image_url_cdl	id_cdl	normalized_name_cdl	tokens_cdl	key_ol	birth_date_ol	death_date_ol	name_ol	bio_ol	alternate_names_ol	picture_ol	normalized_name_ol	tokens_ol	priority_score
JOEL DICKER	{'9786287525573', '9788420414065'}	TKRJL	joel dicker	Joël Dicker	Joël Dicker nació en Suiza en 1985. En 2010 obtuvo el Premio de los Escritores Ginebrinos con su primera novela,Los últimos días de nuestros padres(Alfaguara, 2014).La verdad sobre el caso Harry Quebert(Alfaguara, 2013) fue galardonada con el Premio Goncourt des Lycéens, el Gran Premio de Novela de la Academia Francesa, el Premio Lire a la mejor novela en lengua francesa y, en España, fue elegida Mejor Libro del Año por los lectores deEl Paísy mereció el Premio Qué Leer al mejor libro traducido y el XX Premio San Clemente, otorgado por los alumnos de bachillerato de varios institutos de Galicia. Traducida con gran éxito a cuarenta y dos idiomas, se ha convertido en un fenómeno literario global y conforma, junto aEl Libro de los Baltimore(Alfaguara, 2016) yEl caso Alaska Sanders(Alfaguara, 2022), la trilogía protagonizada por el personaje Marcus Goldman. Alfaguara también ha publicado su relatoEl Tigre(2017) y sus novelasLa desaparición de Stephanie Mailer(2018) yEl enigma de la habitación 622(2020).Un animal salvajees su última obra.Fotografía: (c) Patrick Fouque/Paris Match/Contour by Getty Images	/mnt/datadrive/CasaDelLibro/author_images/20087034-1.webp	20087034.0	joel dicker	dicker joel										4
DOMINIQUE MANOTTI	{'9788484284802'}	TMNKMNT	dominique manotti	Dominique Manotti	"Dominique Manotti, nascuda el 1942, ha estat professora d’Història Econòmica Contemporània i militant sindical. El 1995 publica la seva primera novel·la, Sombre sentier, sobre els sense papers, i més tard, À nos chevaux, sobre el blanqueig de diners, i Nos fantastiques années fric, que parla del tràfic d’armes (adaptat al cinema amb el títol Une affaire d’État). El 2008 rep el CWA Duncan Lawrie International Dagger per Lorraine connection, i el 2011, L’honorable société, escrit amb DOA, guanya el Grand Prix de la literatura policíaca.

Manotti, una escriptora compromesa, parla de la nostra societat a través d’un prisma econòmic, social i polític."	/mnt/datadrive/CasaDelLibro/author_images/112920.webp	112920.0	dominique manotti	dominique manotti										4
ISAK DINESEN	{'8427908733', '9789681680756'}	TNSNSK	isak dinesen	Isak Dinesen	Isak Dinesen (1885-1962), seudónimo utilizado por la baronesa Karen Blixen para firmar sus trabajos, nació en Dinamarca. Después de estudiar Arte se casó con su primo, con el que emigró a África para regentar una plantación de café. En 1931 la baja del precio del café en los mercados internacionales la obliga a volver a Europa. Dado que los editores daneses e ingleses rechazan el manuscrito Siete cuentos góticos, decide enviarlo a Estados Unidos bajo seudónimo masculino. Es aceptado en 1934 y así nace Isak Dinesen, cuyo siguiente libro, Memorias de África, se convertiría en una de las obras cumbres de la literatura contemporánea y tendría años después una exitosa adaptación cinematográfica. Otras de sus grandes obras son: Sombras en la hierba y Vengadoras angelicales.	/mnt/datadrive/CasaDelLibro/author_images/23477.webp	23477.0	isak dinesen	dinesen isak										4
GERALD DURRELL	{'9788420448688'}	TRLKRLT	gerald durrell	Gerald Durrell	Gerald Durrell (1924-1995) consagró toda su vida a la investigación y cuidado de la naturaleza y a la protección de especies animales en peligro, realizando numerosas expediciones por todo el globo que luego volcó en distintos libros. Mi familia y otros animales es la primera parte de su divertida trilogía de Corfú, que completan Bichos y demás parientes y El jardín de los dioses.	/mnt/datadrive/CasaDelLibro/author_images/gerald_durrell.webp	40374.0	gerald durrell	durrell gerald										4
LAWRENCE DURRELL	{'9788476280829', '9789586396592'}	TRLLRNS	lawrence durrell	Lawrence Durrell	"Se dio a conocer como poeta y novelista en la década de los treinta y obtuvo el primer gran éxito de crítica con El libro negro, escrito en París en 1938. Sin embargo, es El cuarteto de Alejandría, la impresionante tetralogía compuesta por Justine (1957), Balthazar (1958), Mountolive (1958) y Clea (1960), la obra que le convierte en un clásico de nuestro tiempo –debido en buena medida a su exploración de las posibilidades del lenguaje narrativo– y que provocó entusiastas comparaciones del autor con Proust y Faulkner.

El laberinto oscuro (1958), Tunc (1968), o Nunquam (1970) son otros buenos ejemplos de su talento. Con Monsieur o El Príncipe de las Tinieblas (1974) inició un quinteto o, en sus palabras, un quincunce (que completa con Livia, Constance, Sebastian y Quinx) que llevó un paso adelante sus investigaciones narrativas y asentó su obra de madurez. Es autor también de poesía (Poemas completos, 1931-1974, 1980) y de varias obras a medio camino entre el ensayo y el libro de viajes."	/mnt/datadrive/CasaDelLibro/author_images/43181.webp	43181.0	lawrence durrell	durrell lawrence										4
WAYNE DYER	{'9788412175912', '9788412691399'}	TRN	wayne dyer	Wayne W. Dyer	Wayne W. Dyer es uno de los autores más leídos mundialmente en el campo de la auto-ayuda. Ha escrito muchos libros, incluyendo el best seller Tus zonas erróneas.Dyer es psicoterapeuta y tiene doctorado en psicología por la universidad del estado de Wayne y de la Universidad de Michigan, y ha enseñado a muchos niveles, desde preparatoria hasta universidad. Es co-autor de tres libros de texto, colabora con muchos periódicos y da conferencias en todo el territorio estadounidense. Aparece regularmente en programas de TV y radio.	/mnt/datadrive/CasaDelLibro/author_images/wayne_dyer.webp	16021.0	wayne w. dyer	dyer w wayne										4
HERNAN DÍAZ	{'9788433901927'}	TSRNN	hernan diaz	Hernán Díaz	"Hernán Díaz (Buenos Aires, 1973) creció en Suecia y ha pasado la mayor parte de su vida en los Estados Unidos. Se doctoró en Filosofía en la Universidad de Nueva York y es profesor en la Universidad de Columbia. Ha escrito el ensayo Borges, Between History and Eternity y la novela A lo lejos, finalista de los premios Pulitzer y PEN/Faulkner. Ha colaborado en publicaciones como The Paris Review, Granta, Playboy, The Yale Review, McSweeney’s o The New York Times.
Fotografía © Pascal Perich."	/mnt/datadrive/CasaDelLibro/author_images/20107923.webp	20107923.0	hernan diaz	diaz hernan										4
EUGENIO FUENTES	{'9788484280088', '9788484281061'}	AJNFNTS	eugenio fuentes	Eugenio Fuentes	Eugenio Fuentes  nació en Montehermoso (Cáceres) en 1958. Galardonado con varios premios y traducido en doce países, Fuentes ha logrado con éxito situarse como uno de los autores españoles de novela negra con mayor proyección en el extranjero gracias a su detective privado Ricardo Cupido, protagonista de las novelas El interior del bosque (IX Premio Alba/Prensa Canaria, Andanzas 663), La sangre de los ángeles (2001), Las manos del pianista (Andanzas 504) y Cuerpo a cuerpo (Premio Brigada 21 en 2008 a la mejor novela policiaca escrita en castellano; Andanzas 624). A ellas viene a sumarse ahora Contrarreloj, en la que Cupido se traslada a un escenario apasionante como es el Tour de Francia. Autor de un volumen de cuentos, Vías muertas (1997), y otro de ensayos literarios, La mitad de Occidente (2003), Eugenio  Fuentes también ha publicado en Tusquets Editores Venas de nieve (Andanzas 571), una historia en torno a la lucha contra la fatalidad, narrada con pulso maestro, que le valió el Premio Extremadura a la Creación.		5326.0	eugenio fuentes	eugenio fuentes										3
		AKSTFRTRXKFN		Friedrich August von Hayek	"Friedrich A. Hayek (1899-1992), estudió en la Universidad de Viena, donde se doctoró en Derecho y en Ciencias Políticas. Después de servir varios años en la Administración, fue nombrado director del Instituto Austriaco para la Investigación del Ciclo Económico. A partir de 1931 ocupó la cátedra Thomas Tooke de Economía y Estadística en la London School of Economics. En 1950 se trasladó a la Universidad de Chicago como profesor de Ciencias Morales y Sociales. Regresó a Europa en 1962, a la cátedra de Economía en la Universidad de Friburgo.
Doctor «honoris causa» por numerosas universidades, fue miembro de la Academia Británica. En 1974 recibió el Premio Nobel de Economía. Es autor de numerosas obras, entre las cuales destacanPrecios y Producción,Camino de Servidumbre,Derecho, Legislación y Libertad,"	/mnt/datadrive/CasaDelLibro/author_images/Friedrich A. Hayek (1899-1992),.webp	46461.0	friedrich august von hayek	august friedrich hayek von										3
JAVIER ALFAYA	{'9788421628607'}	ALFJF	javier alfaya	Javier Alfaya	Javier Alfaya nació en Bayona (Pontevedra). Vinculado desde siempre a la prensa, ha colaborado en numerosas publicaciones españolas y extranjeras. Ha traducido libros de Joseph Conrad, Graham Greene y Ernest Hemingway, entre otros. Es autor de dos libros de poesía, Transición (1970) y La libertad, la memoria (1986), de un libro de relatos, El traidor melancólico (Alfaguara, 1991), de las novelas Eminencia (Alfaguara, 1993) y Una luz en la marisma (Alfaguara Juvenil, 1994).		4545.0	javier alfaya	alfaya javier										3
ALVARO ENRIGUE	{'9788433968852'}	ALFRNRK	alvaro enrigue	Álvaro Enrigue	Álvaro Enrigue (México, 1969). Ganó el Premio de Primera Novela Joaquín Mortiz en 1996 conLa muerte de un instalador. En 1998 publicóVirtudes capitales,libro de relatos,El cementerio de sillas,su segunda novela, fue reconocida como el mejor libro de narrativa mexicana del año 2002.		83700.0	alvaro enrigue	alvaro enrigue										3
JOSE MARIA ALVAREZ	{'9788475224114'}	ALFRSJSMR	jose maria alvarez	José María Álvarez	"José María Álvarez nace el 31de mayo de 1942 en Cartagena (España). Es licenciado en Filosofía y Letras, especialidad de Historia y Geografía, y también realizó estudios de Filosofía Pura. Universidades de Murcia, Madrid y la Sorbona. Su vida ha estado dedicada a la Literatura y a los viajes. Ha traducido al español la obra completa de Kosntantino Kavafis y obras de E. A. Poe, T. S. Eliot, F. Villon y F. Hölderling, entre otros. Su obra poética ha ido configurando lentamente un libro, MUSEO DE CERA, cuya última edición es de 1993. Su obra en prosa está recogida enDesolada  grandeza, Finisterre, La caza del zorro, La esclava instruida, El manuscrito de Palermo (Yo Talleyrand)yLa corona de arena (Lawrence de Arabia). En 1992 recibió el Premio ""La sonrisa vertical"" por su novelaLa esclava instruida.Y en 1993 resultó finalista del Premio Planeta por su obraEl manuscrito de Palermo. Reside en las cercanías del Mar Menor (en Murcia) y en Roma."		42183.0	jose maria alvarez	alvarez jose maria										3
ALEKSANDAR HEMON	{'9788433969323'}	ALKSNTRMN	aleksandar hemon	Aleksandar Hemon	Aleksandar Hemon nació en 1964 en Sarajevo, en la antigua Yugoslavia. Licenciado en literatura, en 1992 se trasladó a Chicago para perfeccionar su inglés. Allí le sorprende la guerra de Bosnia, lo que imposibilita su regreso a Sarajevo. Tras establecerse en Estados Unidos, en 1995 se anima a publicar por primera vez y sus artículos aparecen en The New Yorker, Esquire y The Paris Review. Más tarde, llega su primer libro de relatos, La cuestión de Bruno y en 2002, su primera novela, El hombre de ninguna parte. Es autor también del libro de relatos Amor y obstáculos (Duomo, 2010). En 2008, con El proyecto Lázaro, fue finalista a los galardones del National Book Award y del National Book Critics Circle Award.		32943.0	aleksandar hemon	aleksandar hemon										3
ALEKSANDRA MIZIELINSKA	{'9788417708832'}	ALKSNTRMSLNSK	aleksandra mizielinska	Aleksandra Mizielinska	Aleksandra Mizielinska y Daniel Mizielinski fundaron el estudio Hipopotam cuando aún estudiaban diseño gráfico en la facultad de Bellas Artes de Varsovia para realizar tareas de edición de libros, diseño web y tipográfico. Desde entonces, han publicado más de catorce libros que han sido merecedores de los más importantes premios europeos de diseño y divulgación. Su estilo característico -con ilustraciones coloridas, inocentes e infantiles- los ha convertido en unos de los ilustradores más relevantes de la actualidad.Su libro más vendido hasta la fecha ha sido Atlas del mundo, que lleva más de 3.000.000 millones de ejemplares vendidos en los 15 países en los que ha publicado y los ha catapultado a la fama. Son padres de dos niños y viven en Varsovia.		20108216.0	aleksandra mizielinska	aleksandra mizielinska										3
		ALMNK		Monica Ali	MONICA ALI (Bangladesh, 1967), filla de pare anglès i mare hindú. La família Ali va emigrar a la Gran Bretanya i es va instal·lar a la petita comunitat bengalina de Bolton. Després de graduar-se en Filosofia, Política i Economia per la Universitat d?Oxford, va treballar en el món de la publicitat i no va ser fins al naixement del seu segon fill que va decidir posar-se a escriure. Abans que el llibre sortís a la venda ja havia estat seleccionada per la revista Granta com un dels millors escriptors britànics menors de quaranta anys del 2003.	/mnt/datadrive/CasaDelLibro/author_images/monica.webp	92645.0	monica ali	ali monica										3
BEATRICE ALEMAGNA	{'9780714864112', '9780714857558'}	ALMNPTRS	beatrice alemagna	Beatrice Alemagna	Beatrice Alemagna nació en Bolonia, Italia, en 1973. Estudió diseño gráfico y fotografía en Urbino y ganó el primer premio de ilustración en el Salón del Libro de Montreuil, en 1996. Desde 1997 vive en Francia, donde trabaja como autora e ilustradora. Sus obras han sido frecuentemente premiadas, traducidas a varias lenguas y expuestas en Italia y en Francia.		123807.0	beatrice alemagna	alemagna beatrice										3
ALAIN VIRCONDELET	{'9788492429875'}	ALNFRKNTLT	alain vircondelet	Alain Vircondelet		/mnt/datadrive/CasaDelLibro/author_images/alainvircondelet.webp	41685.0	alain vircondelet	alain vircondelet										3
ALAIN BADIOU	{'9789505579839'}	ALNPT	alain badiou	Alain Badiou	Alain Badiou (Rabat, Protectorado francés de Marruecos, 1937) es un filósofo, dramaturgo y novelista francés. Profesor emérito en la Escuela Normal Superior (ENS) de Francia, es uno de los pensadores contemporáneos más influyentes en el debate público. Es autor de libros que se han transformado en clásicos como 'El ser y el acontecimiento' y 'Lógicas de los mundos'. Su obra es traducida y estudiada en más de treinta lenguas y leída en gran parte del mundo.		10932.0	alain badiou	alain badiou										3
RAFAEL FEITO ALONSO	{'9788432311109'}	ALNSFTRFL	rafael feito alonso	Rafael Feito Alonso	Es catedrático de Sociología en la Facultad de Ciencias Políticas de la Universidad Complutense de Madrid. Es autor de Nacidos para perder. Un análisis sociológico del rechazo y del abandono escolares (CIDE, 1990), Estructura social contemporánea. Las clases sociales en los países industrializados (Siglo XXI, 1995), Clases sociales y comportamiento político en España (Entinema, 1998), Los retos de la educación obligatoria (Ariel, 2000), Una educación de calidad para todos. Reforma y contrarreforma educativas en la España actual (Siglo XXI, 2002), Otra escuela es posible (Siglo XXI, 2006), Construyendo escuelas democráticas (compilador junto con J. I. López, Hipatia, 2008), Los retos de la participación escolar (Morata, 2011) y de numerosos artículos en revistas especializadas y generalistas. Fue colaborador del Movimiento por la Calidad de la Educación en el Sur y Este de Madrid, miembro de la ejecutiva de la Federación de Padres y Madres de Madrid (Francisco Giner de los Ríos) y presidente de la Asociación de Sociología de la Educación.		58472.0	rafael feito alonso	alonso feito rafael										3
